cycle,avg_score,avg_energy,inactive_student
525,5,0,20
526,5,0,20
527,5,0,20
528,5,0,20
529,5,0,20
530,5,0,20
531,5,0,20
532,5,0,20
533,5,0,20
534,5,0,20
535,5,0,20
536,5,0,20
537,5,0,20
538,5,0,20
539,5,0,20
540,5,0,20
541,5,0,20
542,5,0,20
543,5,0,20
544,5,0,20
545,5,0,20
546,5,0,20
547,5,0,20
548,5,0,20
549,5,0,20
550,5,0,20
551,5,0,20
552,5,0,20
553,5,0,20
554,5,0,20
555,5,0,20
556,5,0,20
557,5,0,20
558,5,0,20
559,5,0,20
560,5,0,20
561,5,0,20
562,5,0,20
563,5,0,20
564,5,0,20
565,5,0,20
566,5,0,20
567,5,0,20
568,5,0,20
569,5,0,20
570,5,0,20
571,5,0,20
572,5,0,20
573,5,0,20
574,5,0,20
575,5,0,20
576,5,0,20
577,5,0,20
578,5,0,20
579,5,0,20
580,5,0,20
581,5,0,20
582,5,0,20
583,5,0,20
584,5,0,20
585,5,0,20
586,5,0,20
587,5,0,20
588,5,0,20
589,5,0,20
590,5,0,20
591,5,0,20
592,5,0,20
593,5,0,20
594,5,0,20
595,5,0,20
596,5,0,20
597,5,0,20
598,5,0,20
599,5,0,20
600,5,0,20
601,5,0,20
602,5,0,20
603,5,0,20
604,5,0,20
605,5,0,20
606,5,0,20
607,5,0,20
608,5,0,20
609,5,0,20
610,5,0,20
611,5,0,20
612,5,0,20
613,5,0,20
614,5,0,20
615,5,0,20
616,5,0,20
617,5,0,20
618,5,0,20
619,5,0,20
620,5,0,20
621,5,0,20
622,5,0,20
623,5,0,20
624,5,0,20
625,5,0,20
626,5,0,20
627,5,0,20
628,5,0,20
629,5,0,20
630,5,0,20
631,5,0,20
632,5,0,20
633,5,0,20
634,5,0,20
635,5,0,20
636,5,0,20
637,5,0,20
638,5,0,20
639,5,0,20
640,5,0,20
641,5,0,20
642,5,0,20
643,5,0,20
644,5,0,20
645,5,0,20
646,5,0,20
647,5,0,20
648,5,0,20
649,5,0,20
650,5,0,20
651,5,0,20
652,5,0,20
653,5,0,20
654,5,0,20
655,5,0,20
656,5,0,20
657,5,0,20
658,5,0,20
659,5,0,20
660,5,0,20
661,5,0,20
662,5,0,20
663,5,0,20
664,5,0,20
665,5,0,20
666,5,0,20
667,5,0,20
668,5,0,20
669,5,0,20
670,5,0,20
671,5,0,20
672,5,0,20
673,5,0,20
674,5,0,20
675,5,0,20
676,5,0,20
677,5,0,20
678,5,0,20
679,5,0,20
680,5,0,20
681,5,0,20
682,5,0,20
683,5,0,20
684,5,0,20
685,5,0,20
686,5,0,20
687,5,0,20
688,5,0,20
689,5,0,20
690,5,0,20
691,5,0,20
692,5,0,20
693,5,0,20
694,5,0,20
695,5,0,20
696,5,0,20
697,5,0,20
698,5,0,20
699,5,0,20
700,5,0,20
701,5,0,20
702,5,0,20
703,5,0,20
704,5,0,20
705,5,0,20
706,5,0,20
707,5,0,20
708,5,0,20
709,5,0,20
710,5,0,20
711,5,0,20
712,5,0,20
713,5,0,20
714,5,0,20
715,5,0,20
716,5,0,20
717,5,0,20
718,5,0,20
719,5,0,20
720,5,0,20
721,5,0,20
722,5,0,20
723,5,0,20
724,5,0,20
725,5,0,20
726,5,0,20
727,5,0,20
728,5,0,20
729,5,0,20
730,5,0,20
731,5,0,20
732,5,0,20
733,5,0,20
734,5,0,20
735,5,0,20
736,5,0,20
737,5,0,20
738,5,0,20
739,5,0,20
740,5,0,20
741,5,0,20
742,5,0,20
743,5,0,20
744,5,0,20
745,5,0,20
746,5,0,20
747,5,0,20
748,5,0,20
749,5,0,20
750,5,0,20
751,5,0,20
752,5,0,20
753,5,0,20
754,5,0,20
755,5,0,20
756,5,0,20
757,5,0,20
758,5,0,20
759,5,0,20
760,5,0,20
761,5,0,20
762,5,0,20
763,5,0,20
764,5,0,20
765,5,0,20
766,5,0,20
767,5,0,20
768,5,0,20
769,5,0,20
770,5,0,20
771,5,0,20
772,5,0,20
773,5,0,20
774,5,0,20
775,5,0,20
776,5,0,20
777,5,0,20
778,5,0,20
779,5,0,20
780,5,0,20
781,5,0,20
782,5,0,20
783,5,0,20
784,5,0,20
785,5,0,20
786,5,0,20
787,5,0,20
788,5,0,20
789,5,0,20
790,5,0,20
791,5,0,20
792,5,0,20
793,5,0,20
794,5,0,20
795,5,0,20
796,5,0,20
797,5,0,20
798,5,0,20
799,5,0,20
800,5,0,20
801,5,0,20
802,5,0,20
803,5,0,20
804,5,0,20
805,5,0,20
806,5,0,20
807,5,0,20
808,5,0,20
809,5,0,20
810,5,0,20
811,5,0,20
812,5,0,20
813,5,0,20
814,5,0,20
815,5,0,20
816,5,0,20
817,5,0,20
818,5,0,20
819,5,0,20
820,5,0,20
821,5,0,20
822,5,0,20
823,5,0,20
824,5,0,20
825,5,0,20
826,5,0,20
827,5,0,20
828,5,0,20
829,5,0,20
830,5,0,20
831,5,0,20
832,5,0,20
833,5,0,20
834,5,0,20
835,5,0,20
836,5,0,20
837,5,0,20
838,5,0,20
839,5,0,20
840,5,0,20
841,5,0,20
842,5,0,20
843,5,0,20
844,5,0,20
845,5,0,20
846,5,0,20
847,5,0,20
848,5,0,20
849,5,0,20
850,5,0,20
851,5,0,20
852,5,0,20
853,5,0,20
854,5,0,20
855,5,0,20
856,5,0,20
857,5,0,20
858,5,0,20
859,5,0,20
860,5,0,20
861,5,0,20
862,5,0,20
863,5,0,20
864,5,0,20
865,5,0,20
866,5,0,20
867,5,0,20
868,5,0,20
869,5,0,20
870,5,0,20
871,5,0,20
872,5,0,20
873,5,0,20
874,5,0,20
875,5,0,20
876,5,0,20
877,5,0,20
878,5,0,20
879,5,0,20
880,5,0,20
881,5,0,20
882,5,0,20
883,5,0,20
884,5,0,20
885,5,0,20
886,5,0,20
887,5,0,20
888,5,0,20
889,5,0,20
890,5,0,20
891,5,0,20
892,5,0,20
893,5,0,20
894,5,0,20
895,5,0,20
896,5,0,20
897,5,0,20
898,5,0,20
899,5,0,20
900,5,0,20
901,5,0,20
902,5,0,20
903,5,0,20
904,5,0,20
905,5,0,20
906,5,0,20
907,5,0,20
908,5,0,20
909,5,0,20
910,5,0,20
911,5,0,20
912,5,0,20
913,5,0,20
914,5,0,20
915,5,0,20
916,5,0,20
917,5,0,20
918,5,0,20
919,5,0,20
920,5,0,20
921,5,0,20
922,5,0,20
923,5,0,20
924,5,0,20
925,5,0,20
926,5,0,20
927,5,0,20
928,5,0,20
929,5,0,20
930,5,0,20
931,5,0,20
932,5,0,20
933,5,0,20
934,5,0,20
935,5,0,20
936,5,0,20
937,5,0,20
938,5,0,20
939,5,0,20
940,5,0,20
941,5,0,20
942,5,0,20
943,5,0,20
944,5,0,20
945,5,0,20
946,5,0,20
947,5,0,20
948,5,0,20
949,5,0,20
950,5,0,20
951,5,0,20
952,5,0,20
953,5,0,20
954,5,0,20
955,5,0,20
956,5,0,20
957,5,0,20
958,5,0,20
959,5,0,20
960,5,0,20
961,5,0,20
962,5,0,20
963,5,0,20
964,5,0,20
965,5,0,20
966,5,0,20
967,5,0,20
968,5,0,20
969,5,0,20
970,5,0,20
971,5,0,20
972,5,0,20
973,5,0,20
974,5,0,20
975,5,0,20
976,5,0,20
977,5,0,20
978,5,0,20
979,5,0,20
980,5,0,20
981,5,0,20
982,5,0,20
983,5,0,20
984,5,0,20
985,5,0,20
986,5,0,20
987,5,0,20
988,5,0,20
989,5,0,20
990,5,0,20
991,5,0,20
992,5,0,20
993,5,0,20
994,5,0,20
995,5,0,20
996,5,0,20
997,5,0,20
998,5,0,20
999,5,0,20
1000,5,0,20
1001,5,0,20
1002,5,0,20
1003,5,0,20
1004,5,0,20
1005,5,0,20
1006,5,0,20
1007,5,0,20
1008,5,0,20
1009,5,0,20
1010,5,0,20
1011,5,0,20
1012,5,0,20
1013,5,0,20
1014,5,0,20
1015,5,0,20
1016,5,0,20
1017,5,0,20
1018,5,0,20
1019,5,0,20
1020,5,0,20
1021,5,0,20
1022,5,0,20
1023,5,0,20
1024,5,0,20
1025,5,0,20
1026,5,0,20
1027,5,0,20
1028,5,0,20
1029,5,0,20
1030,5,0,20
1031,5,0,20
1032,5,0,20
1033,5,0,20
1034,5,0,20
1035,5,0,20
1036,5,0,20
1037,5,0,20
1038,5,0,20
1039,5,0,20
1040,5,0,20
1041,5,0,20
1042,5,0,20
1043,5,0,20
1044,5,0,20
1045,5,0,20
1046,5,0,20
1047,5,0,20
1048,5,0,20
1049,5,0,20
1050,5,0,20
1051,5,0,20
1052,5,0,20
1053,5,0,20
1054,5,0,20
1055,5,0,20
1056,5,0,20
1057,5,0,20
1058,5,0,20
1059,5,0,20
1060,5,0,20
1061,5,0,20
1062,5,0,20
1063,5,0,20
1064,5,0,20
1065,5,0,20
1066,5,0,20
1067,5,0,20
1068,5,0,20
1069,5,0,20
1070,5,0,20
1071,5,0,20
1072,5,0,20
1073,5,0,20
1074,5,0,20
1075,5,0,20
1076,5,0,20
1077,5,0,20
1078,5,0,20
1079,5,0,20
1080,5,0,20
1081,5,0,20
1082,5,0,20
1083,5,0,20
1084,5,0,20
1085,5,0,20
1086,5,0,20
1087,5,0,20
1088,5,0,20
1089,5,0,20
1090,5,0,20
1091,5,0,20
1092,5,0,20
1093,5,0,20
1094,5,0,20
1095,5,0,20
1096,5,0,20
1097,5,0,20
1098,5,0,20
1099,5,0,20
1100,5,0,20
1101,5,0,20
1102,5,0,20
1103,5,0,20
1104,5,0,20
1105,5,0,20
1106,5,0,20
1107,5,0,20
1108,5,0,20
1109,5,0,20
1110,5,0,20
1111,5,0,20
1112,5,0,20
1113,5,0,20
1114,5,0,20
1115,5,0,20
1116,5,0,20
1117,5,0,20
1118,5,0,20
1119,5,0,20
1120,5,0,20
1121,5,0,20
1122,5,0,20
1123,5,0,20
1124,5,0,20
1125,5,0,20
1126,5,0,20
1127,5,0,20
1128,5,0,20
1129,5,0,20
1130,5,0,20
1131,5,0,20
1132,5,0,20
1133,5,0,20
1134,5,0,20
1135,5,0,20
1136,5,0,20
1137,5,0,20
1138,5,0,20
1139,5,0,20
1140,5,0,20
1141,5,0,20
1142,5,0,20
1143,5,0,20
1144,5,0,20
1145,5,0,20
1146,5,0,20
1147,5,0,20
1148,5,0,20
1149,5,0,20
1150,5,0,20
1151,5,0,20
1152,5,0,20
1153,5,0,20
1154,5,0,20
1155,5,0,20
1156,5,0,20
1157,5,0,20
1158,5,0,20
1159,5,0,20
1160,5,0,20
1161,5,0,20
1162,5,0,20
1163,5,0,20
1164,5,0,20
1165,5,0,20
1166,5,0,20
1167,5,0,20
1168,5,0,20
1169,5,0,20
1170,5,0,20
1171,5,0,20
1172,5,0,20
1173,5,0,20
1174,5,0,20
1175,5,0,20
1176,5,0,20
1177,5,0,20
1178,5,0,20
1179,5,0,20
1180,5,0,20
1181,5,0,20
1182,5,0,20
1183,5,0,20
1184,5,0,20
1185,5,0,20
1186,5,0,20
1187,5,0,20
1188,5,0,20
1189,5,0,20
1190,5,0,20
1191,5,0,20
1192,5,0,20
1193,5,0,20
1194,5,0,20
1195,5,0,20
1196,5,0,20
1197,5,0,20
1198,5,0,20
1199,5,0,20
1200,5,0,20
1201,5,0,20
1202,5,0,20
1203,5,0,20
1204,5,0,20
1205,5,0,20
1206,5,0,20
1207,5,0,20
1208,5,0,20
1209,5,0,20
1210,5,0,20
1211,5,0,20
1212,5,0,20
1213,5,0,20
1214,5,0,20
1215,5,0,20
1216,5,0,20
1217,5,0,20
1218,5,0,20
1219,5,0,20
1220,5,0,20
1221,5,0,20
1222,5,0,20
1223,5,0,20
1224,5,0,20
1225,5,0,20
1226,5,0,20
1227,5,0,20
1228,5,0,20
1229,5,0,20
1230,5,0,20
1231,5,0,20
1232,5,0,20
1233,5,0,20
1234,5,0,20
1235,5,0,20
1236,5,0,20
1237,5,0,20
1238,5,0,20
1239,5,0,20
1240,5,0,20
1241,5,0,20
1242,5,0,20
1243,5,0,20
1244,5,0,20
1245,5,0,20
1246,5,0,20
1247,5,0,20
1248,5,0,20
1249,5,0,20
1250,5,0,20
1251,5,0,20
1252,5,0,20
1253,5,0,20
1254,5,0,20
1255,5,0,20
1256,5,0,20
1257,5,0,20
1258,5,0,20
1259,5,0,20
1260,5,0,20
1261,5,0,20
1262,5,0,20
1263,5,0,20
1264,5,0,20
1265,5,0,20
1266,5,0,20
1267,5,0,20
1268,5,0,20
1269,5,0,20
1270,5,0,20
1271,5,0,20
1272,5,0,20
1273,5,0,20
1274,5,0,20
1275,5,0,20
1276,5,0,20
1277,5,0,20
1278,5,0,20
1279,5,0,20
1280,5,0,20
1281,5,0,20
1282,5,0,20
1283,5,0,20
1284,5,0,20
1285,5,0,20
1286,5,0,20
1287,5,0,20
1288,5,0,20
1289,5,0,20
1290,5,0,20
1291,5,0,20
1292,5,0,20
1293,5,0,20
1294,5,0,20
1295,5,0,20
1296,5,0,20
1297,5,0,20
1298,5,0,20
1299,5,0,20
1300,5,0,20
1301,5,0,20
1302,5,0,20
1303,5,0,20
1304,5,0,20
1305,5,0,20
1306,5,0,20
1307,5,0,20
1308,5,0,20
1309,5,0,20
1310,5,0,20
1311,5,0,20
1312,5,0,20
1313,5,0,20
1314,5,0,20
1315,5,0,20
1316,5,0,20
1317,5,0,20
1318,5,0,20
1319,5,0,20
1320,5,0,20
1321,5,0,20
1322,5,0,20
1323,5,0,20
1324,5,0,20
1325,5,0,20
1326,5,0,20
1327,5,0,20
1328,5,0,20
1329,5,0,20
1330,5,0,20
1331,5,0,20
1332,5,0,20
1333,5,0,20
1334,5,0,20
1335,5,0,20
1336,5,0,20
1337,5,0,20
1338,5,0,20
1339,5,0,20
1340,5,0,20
1341,5,0,20
1342,5,0,20
1343,5,0,20
1344,5,0,20
1345,5,0,20
1346,5,0,20
1347,5,0,20
1348,5,0,20
1349,5,0,20
1350,5,0,20
1351,5,0,20
1352,5,0,20
1353,5,0,20
1354,5,0,20
1355,5,0,20
1356,5,0,20
1357,5,0,20
1358,5,0,20
1359,5,0,20
1360,5,0,20
1361,5,0,20
1362,5,0,20
1363,5,0,20
1364,5,0,20
1365,5,0,20
1366,5,0,20
1367,5,0,20
1368,5,0,20
1369,5,0,20
1370,5,0,20
1371,5,0,20
1372,5,0,20
1373,5,0,20
1374,5,0,20
1375,5,0,20
1376,5,0,20
1377,5,0,20
1378,5,0,20
1379,5,0,20
1380,5,0,20
1381,5,0,20
1382,5,0,20
1383,5,0,20
1384,5,0,20
1385,5,0,20
1386,5,0,20
1387,5,0,20
1388,5,0,20
1389,5,0,20
1390,5,0,20
1391,5,0,20
1392,5,0,20
1393,5,0,20
1394,5,0,20
1395,5,0,20
1396,5,0,20
1397,5,0,20
1398,5,0,20
1399,5,0,20
1400,5,0,20
1401,5,0,20
1402,5,0,20
1403,5,0,20
1404,5,0,20
1405,5,0,20
1406,5,0,20
1407,5,0,20
1408,5,0,20
1409,5,0,20
1410,5,0,20
1411,5,0,20
1412,5,0,20
1413,5,0,20
1414,5,0,20
1415,5,0,20
1416,5,0,20
1417,5,0,20
1418,5,0,20
1419,5,0,20
1420,5,0,20
1421,5,0,20
1422,5,0,20
1423,5,0,20
1424,5,0,20
1425,5,0,20
1426,5,0,20
1427,5,0,20
1428,5,0,20
1429,5,0,20
1430,5,0,20
1431,5,0,20
1432,5,0,20
1433,5,0,20
1434,5,0,20
1435,5,0,20
1436,5,0,20
1437,5,0,20
1438,5,0,20
1439,5,0,20
1440,5,0,20
1441,5,0,20
1442,5,0,20
1443,5,0,20
1444,5,0,20
1445,5,0,20
1446,5,0,20
1447,5,0,20
1448,5,0,20
1449,5,0,20
1450,5,0,20
1451,5,0,20
1452,5,0,20
1453,5,0,20
1454,5,0,20
1455,5,0,20
1456,5,0,20
1457,5,0,20
1458,5,0,20
1459,5,0,20
1460,5,0,20
1461,5,0,20
1462,5,0,20
1463,5,0,20
1464,5,0,20
1465,5,0,20
1466,5,0,20
1467,5,0,20
1468,5,0,20
1469,5,0,20
1470,5,0,20
1471,5,0,20
1472,5,0,20
1473,5,0,20
1474,5,0,20
1475,5,0,20
1476,5,0,20
1477,5,0,20
1478,5,0,20
1479,5,0,20
1480,5,0,20
1481,5,0,20
1482,5,0,20
1483,5,0,20
1484,5,0,20
1485,5,0,20
1486,5,0,20
1487,5,0,20
1488,5,0,20
1489,5,0,20
1490,5,0,20
1491,5,0,20
1492,5,0,20
1493,5,0,20
1494,5,0,20
1495,5,0,20
1496,5,0,20
1497,5,0,20
1498,5,0,20
1499,5,0,20
1500,5,0,20
1501,5,0,20
1502,5,0,20
1503,5,0,20
1504,5,0,20
1505,5,0,20
1506,5,0,20
1507,5,0,20
1508,5,0,20
1509,5,0,20
1510,5,0,20
1511,5,0,20
1512,5,0,20
1513,5,0,20
1514,5,0,20
1515,5,0,20
1516,5,0,20
1517,5,0,20
1518,5,0,20
1519,5,0,20
1520,5,0,20
1521,5,0,20
1522,5,0,20
1523,5,0,20
1524,5,0,20
1525,5,0,20
1526,5,0,20
1527,5,0,20
1528,5,0,20
1529,5,0,20
1530,5,0,20
1531,5,0,20
1532,5,0,20
1533,5,0,20
1534,5,0,20
1535,5,0,20
1536,5,0,20
1537,5,0,20
1538,5,0,20
1539,5,0,20
1540,5,0,20
1541,5,0,20
1542,5,0,20
1543,5,0,20
1544,5,0,20
1545,5,0,20
1546,5,0,20
1547,5,0,20
1548,5,0,20
1549,5,0,20
1550,5,0,20
1551,5,0,20
1552,5,0,20
1553,5,0,20
1554,5,0,20
1555,5,0,20
1556,5,0,20
1557,5,0,20
1558,5,0,20
1559,5,0,20
1560,5,0,20
1561,5,0,20
1562,5,0,20
1563,5,0,20
1564,5,0,20
1565,5,0,20
1566,5,0,20
1567,5,0,20
1568,5,0,20
1569,5,0,20
1570,5,0,20
1571,5,0,20
1572,5,0,20
1573,5,0,20
1574,5,0,20
1575,5,0,20
1576,5,0,20
1577,5,0,20
1578,5,0,20
1579,5,0,20
1580,5,0,20
1581,5,0,20
1582,5,0,20
1583,5,0,20
1584,5,0,20
1585,5,0,20
1586,5,0,20
1587,5,0,20
1588,5,0,20
1589,5,0,20
1590,5,0,20
1591,5,0,20
1592,5,0,20
1593,5,0,20
1594,5,0,20
1595,5,0,20
1596,5,0,20
1597,5,0,20
1598,5,0,20
1599,5,0,20
1600,5,0,20
1601,5,0,20
1602,5,0,20
1603,5,0,20
1604,5,0,20
1605,5,0,20
1606,5,0,20
1607,5,0,20
1608,5,0,20
1609,5,0,20
1610,5,0,20
1611,5,0,20
1612,5,0,20
1613,5,0,20
1614,5,0,20
1615,5,0,20
1616,5,0,20
1617,5,0,20
1618,5,0,20
1619,5,0,20
1620,5,0,20
1621,5,0,20
1622,5,0,20
1623,5,0,20
1624,5,0,20
1625,5,0,20
1626,5,0,20
1627,5,0,20
1628,5,0,20
1629,5,0,20
1630,5,0,20
1631,5,0,20
1632,5,0,20
1633,5,0,20
1634,5,0,20
1635,5,0,20
1636,5,0,20
1637,5,0,20
1638,5,0,20
1639,5,0,20
1640,5,0,20
1641,5,0,20
1642,5,0,20
1643,5,0,20
1644,5,0,20
1645,5,0,20
1646,5,0,20
1647,5,0,20
1648,5,0,20
1649,5,0,20
1650,5,0,20
1651,5,0,20
1652,5,0,20
1653,5,0,20
1654,5,0,20
1655,5,0,20
